Interval,OvrFd Off,In Abnd,In Ans,In,Out Ans,Out,Max Wait (Seconds Value),Avg Wait (Seconds Value),Avg In Ans (Seconds Value),Avg Abnd (Seconds Value),% Svc (Other Value),Avg Rng (Out) (Seconds Value),Tot Tlk (Seconds Value),Avg Tlk (Seconds Value),Adv,Att Ret Abnd,Avg Answer (Other Value),Abnd After EM,Abnd Before EM,End On-Hold,Esc,Esc To,In Abnd Unique,Max Concr,Out Fail,OvrFd In,All Ans,All,UnMon,Unsuc Ret Abnd,Ans <= 15s,Abnd <= 60s,Avg Call (Seconds Value),Avg Held (Seconds Value),Avg Rng (In/Out) (Seconds Value),Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
26/01/2026 (03:00:00 - 03:59:59),0,4,39,43,9,9,30.84167592,5.638718850541948,0,0,100,0,9294.837106258346,238.32915657072684,0,0,0,0,0,0,0,0,0,0,0,0,48,52,0,0,34,3,0,0,0,870.3255624,59.41735622322145,801.4896835063473,10168.828391168372,506.6689006905104,452.0890882701716,175.2471848,267357.1965037349,10344.075576008183,10168.828391168372,10298.727920256897
26/01/2026 (04:00:00 - 04:59:59),0,1,45,46,3,4,34.35693981946786,9.810124136378592,0,0,100,0,9257.200228065543,205.71556062367873,0,0,0,0,0,0,0,0,0,0,1,0,48,50,0,0,31,0,0,0,0,860.4387040563216,158.31640549204772,695.7380558862923,11078.129339371879,1533.638191,306.4436485,179.26594250187944,265486.59415697504,11257.395281873758,11078.129339371879,11256.01056
26/01/2026 (05:00:00 - 05:59:59),0,3,44,47,13,15,15.677625439607937,4.251458860943791,0,0,100,0,10403.825160000999,236.4505718182045,0,0,0,0,0,0,0,0,0,0,2,0,57,62,0,0,41,3,0,0,0,999.8306298725449,52.40677743832751,941.4490587015043,11221.27553875903,554.5594545186518,340.5632427646489,214.86477052622595,267532.92150022136,11436.140309285256,11221.27553875903,9030.938190493393
26/01/2026 (06:00:00 - 06:59:59),0,6,80,86,7,7,29.303072771481858,7.540842051138271,0,0,100,0,18143.611037904713,226.79513797380892,0,0,0,0,0,0,0,0,0,0,0,0,87,93,0,0,68,5,0,0,0,1047.9949216377122,136.33517228169725,905.8819011,22473.339817920438,3867.5009191292584,502.6727987,313.8260690370864,246369.18061848474,22787.165886957526,22473.339817920438,18843.65349455773
26/01/2026 (07:00:00 - 07:59:59),0,3,72,75,12,13,36.64737548000615,6.689154254397996,0,0,100,0,19880.833292028095,276.1226846115013,0,0,0,0,0,0,0,0,0,0,1,0,84,88,0,0,54,1,0,0,0,1084.4546553272603,93.96660876586753,981.0909667880618,22446.777818941704,1889.3547832337879,789.3547009597933,329.05444725824555,245320.17750486656,22775.83226619995,22446.777818941704,19903.990228933504
26/01/2026 (08:00:00 - 08:59:59),0,3,118,121,14,16,26.514246439748593,7.073473858938393,0,0,100,0,31543.38335021726,267.31680805268866,0,0,0,0,0,0,0,0,0,0,2,0,132,137,0,0,94,2,0,0,0,1004.8243056779385,59.90303267705403,936.7075359501204,34355.47633491931,1842.8720127118868,1084.2132907008602,414.40118423204547,243918.38643763895,34769.877519151356,34355.47633491931,9311.736043209674
26/01/2026 (09:00:00 - 09:59:59),0,9,177,186,32,32,92.33008957549524,17.823054562115033,0,0,100,0,35744.60562803266,201.94692445216194,0,0,0,0,0,0,0,0,0,0,0,0,209,218,0,0,103,7,0,0,0,697.8699267550757,168.96742147846555,520.0990039051508,47066.90785,9764.082477858721,1839.9317866350107,997.1243010164823,225079.91093857161,48064.03214965618,47066.90785,14856.056911772204
26/01/2026 (10:00:00 - 10:59:59),0,15,162,177,16,20,49.321959808461834,13.531748914513626,0,0,100,0,52542.50665084967,324.3364608,0,0,0,0,0,0,0,0,0,0,4,0,178,197,0,0,111,11,0,0,0,1315.3734368382472,74.66274434,1229.7321192429358,57167.01297219086,2845.977454400206,1954.1860389845383,577.9802722594005,220238.8516329338,57744.99324445026,57167.01297219086,10016.155122615955
26/01/2026 (11:00:00 - 11:59:59),0,24,204,228,35,36,130.59936499298863,31.216034201541877,0,0,100,0,110399.42090155973,541.1736318703909,0,0,0,0,0,0,0,0,0,0,1,0,239,264,0,0,87,16,0,0,0,1211.4475799551146,73.49134989178043,1128.6848045963447,115348.16182622511,3057.370129399512,2215.870686610501,614.5310065064281,159635.18495084348,115962.69283273154,115348.16182622511,12402.12221642498
26/01/2026 (12:00:00 - 12:59:59),0,27,224,251,36,41,165.03596909530256,34.16494289471057,0,0,100,0,102282.75873112514,456.6194586210944,0,0,0,0,0,0,0,0,0,0,5,0,260,292,0,0,70,25,0,0,0,1091.7903997767496,29.036855731155583,1054.5845747481906,105809.74321887415,1697.1353651306395,2123.9320173248807,1219.2145308956249,168336.26310971472,107028.95774976978,105809.74321887415,12634.77914051549
26/01/2026 (13:00:00 - 13:59:59),0,36,263,299,33,39,179.0970581527187,46.275884417511485,0,0,100,0,48651.712978419804,184.9875018190867,0,0,0,0,0,0,0,0,0,0,6,0,296,338,0,0,71,30,0,0,0,542.2741934073573,97.36767496974404,440.15165539776496,59817.28431744348,9915.04236,1407.4394597950889,1013.540378311392,214793.24399547125,60830.824695754876,59817.28431744348,12375.93130877387
26/01/2026 (14:00:00 - 14:59:59),0,18,205,223,40,45,170.2445676995446,30.24004189925004,0,0,100,0,70908.90750647675,345.8971097876915,0,0,0,0,0,0,0,0,0,0,5,0,245,268,0,0,74,11,0,0,0,999.4359520721084,72.04764141429615,921.8605768382448,78677.66640099649,6635.573461508415,1354.294785794015,1136.7804501383428,196701.34809435665,79814.44685113482,78677.66640099649,11484.205054508535
26/01/2026 (15:00:00 - 15:59:59),0,11,194,205,34,35,94.30023499768973,21.239253159953215,0,0,100,0,36937.284225783165,190.39837229785138,0,0,0,0,0,0,0,0,0,0,1,0,228,240,0,0,101,8,0,0,0,430.4529976602881,31.58034407601621,391.14366108352766,41058.12586878444,2621.417097856892,1762.2102901696808,777.1910920332804,230302.30487115393,41835.31696081772,41058.12586878444,15862.378168028334
26/01/2026 (16:00:00 - 16:59:59),0,14,190,204,33,36,98.25753127771054,24.95259319668235,0,0,100,0,27777.485709543398,146.19729320812314,0,0,0,0,0,0,0,0,0,0,3,0,223,240,0,0,75,12,0,0,0,490.31400329857223,49.81655970789917,432.4719374470682,33760.447640810235,4458.115763981915,1789.687870023878,849.1039466735104,235811.85834289598,34609.551587483744,33760.447640810235,17578.59007
26/01/2026 (17:00:00 - 17:59:59),0,13,151,164,21,24,86.83141471095864,19.616720380432135,0,0,100,0,28914.30345809984,191.4854533648996,0,0,0,0,0,0,0,0,0,0,3,0,172,188,0,0,89,11,0,0,0,698.6234526,158.07612563127162,534.6589123762982,38161.40613405631,8357.952075666746,1012.8073062902857,644.7074222255794,231225.29105256006,38806.11355628189,38161.40613405631,17968.595391158055
26/01/2026 (18:00:00 - 18:59:59),0,2,99,101,20,21,24.766652620248518,8.145149746912352,0,0,100,0,19650.741496546856,198.49233834895816,0,0,0,0,0,0,0,0,0,0,1,0,119,122,0,0,77,1,0,0,0,810.0182493701675,90.06633800937759,714.6012256266777,22649.793388383456,2469.334004159479,636.7316023593665,471.64942948861767,250341.68247063135,23121.442817872074,22649.793388383456,14536.874711496563
26/01/2026 (19:00:00 - 19:59:59),0,6,98,104,14,16,38.52233347569937,12.086029,0,0,100,0,25270.551280930664,257.8627681727619,0,0,0,0,0,0,0,0,0,0,2,0,112,120,0,0,62,5,0,0,0,604.6247942459084,62.98784641598423,536.6303025,28423.03253,2661.830001226145,560.7442815589587,558.8229220777978,246376.56142911167,28981.855450598698,28423.03253,12641.58312028964
26/01/2026 (20:00:00 - 20:59:59),0,2,56,58,8,8,17.732613339620265,4.436675788033639,0,0,100,0,12307.556129177274,219.77778802102276,0,0,0,0,0,0,0,0,0,0,0,0,64,66,0,0,46,2,0,0,0,945.8448339146589,90.36927723593833,847.5204540418958,14619.197340530245,1866.1554636907829,509.12656875678573,275.66137697556803,261501.53646980223,14894.858717505813,14619.197340530245,11603.60481269196
26/01/2026 (21:00:00 - 21:59:59),0,1,51,52,10,10,8.798131223107024,2.493244537,0,0,100,0,18023.860227668283,353.40902407192715,0,0,0,0,0,0,0,0,0,0,0,0,61,62,0,0,46,1,0,0,0,1147.5034719351966,60.036441839229376,1079.7571119804866,19885.912709805623,1468.8466582478347,470.30500504431006,216.9061582359025,255631.62733555198,20102.818868041526,19885.912709805623,12265.553796406517
26/01/2026 (22:00:00 - 22:59:59),0,0,55,55,7,8,63.421806819907594,11.006824651809563,0,0,100,0,18462.75706360148,335.68649206548145,0,0,0,0,0,0,0,0,0,0,1,0,62,63,0,0,38,0,0,0,0,939.7866129954642,59.40059097684433,876.2559650861082,19995.20334224175,1305.2931473521342,256.0635298,257.2212285880863,258691.0613721104,20252.424570829837,19995.20334224175,9056.514057059787
26/01/2026 (23:00:00 - 23:59:59),0,2,41,43,1,1,31.13096584,6.233010673721875,0,0,100,0,8023.379480150053,195.6921824426842,0,0,0,0,0,0,0,0,0,0,0,0,42,44,0,0,32,2,0,0,0,547.4004298750161,130.81229846869462,407.4111638,9656.082885027105,1256.447732,385.4326403295675,132.019438,263697.77717632125,9788.102323031859,9656.082885027105,14514.120500646872
27/01/2026 (00:00:00 - 00:59:59),0,0,44,44,9,10,39.78747766,7.3695845660703085,0,0,100,0,6155.626765624336,139.9006083,0,0,0,0,0,0,0,0,0,0,1,0,53,54,0,0,31,0,0,0,0,493.8117037547669,48.342390231399655,439.2627370705797,6881.513014911004,452.7968853640143,328.9485519977392,134.5231133481208,259828.0294335149,7016.036128259125,6881.513014911004,21155.93443822597
27/01/2026 (01:00:00 - 01:59:59),0,0,37,37,3,3,40.292610201628314,9.985684975044055,0,0,100,0,12639.228613971492,341.6007733505809,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,30,0,0,0,0,1087.3436223804285,115.36954780881464,965.6481199445504,14778.418992334426,1905.130057161581,253.03818508254264,115.6936985,252007.79593454508,14894.112690871836,14778.418992334426,21098.09137
27/01/2026 (02:00:00 - 02:59:59),0,1,27,28,3,4,15.171004831217243,2.724215992145398,0,0,100,0,5893.085784261861,218.2624365,0,0,0,0,0,0,0,0,0,0,1,0,30,32,0,0,23,1,0,0,0,796.8315736700272,91.11879344493056,699.4066527472248,7130.238595778032,1066.887369613633,189.18382433615255,161.9803962942543,266443.27487037436,7292.218992072286,7130.238595778032,14264.506137553391
27/01/2026 (03:00:00 - 03:59:59),0,1,33,34,6,7,23.085878719588813,3.865002220085701,0,0,100,0,11134.058515527906,337.3957125917547,0,0,0,0,0,0,0,0,0,0,1,0,39,41,0,0,29,1,0,0,0,896.5458925814053,95.67181637210265,794.6384335748324,12580.272764112435,1240.4380416470115,243.19006274433698,154.42861136186792,260107.74888303957,12734.701375474302,12580.272764112435,15157.549741486153
27/01/2026 (04:00:00 - 04:59:59),0,2,31,33,7,7,17.972359369970544,4.2179886570079645,0,0,100,0,8526.910503177107,275.0616291347454,0,0,0,0,0,0,0,0,0,0,0,0,38,40,0,0,28,2,0,0,0,853.9866298296952,64.04658227013888,784.8574736300668,9378.329926,693.8596314895697,193.1378093,174.5790903776286,257560.16824462835,9552.909016858479,9378.329926,20886.922738513145
27/01/2026 (05:00:00 - 05:59:59),0,0,65,65,8,10,18.509270321259354,5.559240454543687,0,0,100,0,5790.918080419153,89.09104739,0,0,0,0,0,0,0,0,0,0,2,0,73,75,0,0,56,0,0,0,0,455.25536543304855,111.04426230312099,337.0426225018411,8466.737982127246,2209.8686608824746,523.2990858503102,307.5985237008265,266419.1530893949,8774.336505828072,8466.737982127246,12806.510404777015
27/01/2026 (06:00:00 - 06:59:59),0,2,65,67,15,16,13.14729473539975,3.097755254256442,0,0,100,0,18943.63988037169,291.4406135441799,0,0,0,0,0,0,0,0,0,0,1,0,80,83,0,0,58,2,0,0,0,1177.2581940060388,65.67735568610924,1105.913951475616,20334.96108564937,1022.9735603972919,453.35094754509015,327.97441814040354,252653.91220462485,20662.935503789773,20334.96108564937,14683.152291585408
27/01/2026 (07:00:00 - 07:59:59),0,1,56,57,8,10,36.701203172271974,7.754987895695061,0,0,100,0,17079.060045311966,304.9832150948565,0,0,0,0,0,0,0,0,0,0,2,0,64,67,0,0,42,1,0,0,0,767.4821801842169,136.12071814328175,625.7859319859493,20897.599330956757,3506.309602565586,356.8339235190903,318.6264510919926,244909.4533600167,21216.22578204875,20897.599330956757,21874.320857934534
27/01/2026 (08:00:00 - 08:59:59),0,14,113,127,20,24,66.15922904947773,12.39394770529906,0,0,100,0,30948.238585740204,273.87821757292215,0,0,0,0,0,0,0,0,0,0,4,0,133,151,0,0,69,11,0,0,0,1125.5594150969873,118.00503231181922,997.4227266097921,37570.90838986075,5477.792656303035,1347.5102713250305,471.73680293570436,236740.0954179923,38042.64519279645,37570.90838986075,13217.25938921125
27/01/2026 (09:00:00 - 09:59:59),0,13,158,171,26,29,60.6940601,17.847951496028877,0,0,100,0,26377.526666679074,166.9463713080954,0,0,0,0,0,0,0,0,0,0,3,0,184,200,0,0,89,10,0,0,0,813.2085785742029,185.41332316354334,623.3055123,35537.09783846123,8450.191756080161,826.1127372732141,714.3797746,242691.0547707948,36251.47761,35537.09783846123,9057.467616
27/01/2026 (10:00:00 - 10:59:59),0,15,166,181,28,31,88.21024615288378,17.64564919402241,0,0,100,0,32290.77363434977,194.52273273704682,0,0,0,0,0,0,0,0,0,0,3,0,194,212,0,0,92,8,0,0,0,818.3168003,102.26062873809704,711.0658115049793,37770.36434797737,4651.190945540291,968.1298495,818.0057364993324,226727.10298303494,38588.37008,37770.36434797737,22684.526932488352
27/01/2026 (11:00:00 - 11:59:59),0,28,222,250,36,36,140.42854420887792,34.52104829997795,0,0,100,0,58618.72852849278,264.04832670492243,0,0,0,0,0,0,0,0,0,0,0,0,258,286,0,0,55,17,0,0,0,1118.0083844395497,133.09913009325442,979.4569493993173,66877.16656050099,7048.026333779125,1406.6946763202814,722.4660880673999,209480.06233435657,67599.63265,66877.16656050099,10920.30501707503
27/01/2026 (12:00:00 - 12:59:59),0,21,226,247,39,43,98.05252598,31.688406401186768,0,0,100,0,39471.72697836019,174.65365919628402,0,0,0,0,0,0,0,0,0,0,4,0,265,290,0,0,73,17,0,0,0,441.98185393924524,51.260146177328146,383.5487791251138,44020.609750172654,2927.8009,1900.8260887528807,1273.468706,223119.52223564617,45294.078456508345,44020.609750172654,19586.39930784548
27/01/2026 (13:00:00 - 13:59:59),0,24,201,225,46,53,121.0503833,24.927129058649573,0,0,100,0,73285.54268778348,364.60468998897255,0,0,0,0,0,0,0,0,0,0,7,0,247,278,0,0,99,20,0,0,0,1372.0340397075124,49.16060947323314,1315.7052786128788,77749.20118591287,3022.8600222278924,1770.5334504859118,727.4766094044114,193417.98503518183,78476.67779531729,77749.20118591287,16105.337169500883
27/01/2026 (14:00:00 - 14:59:59),0,28,209,237,31,36,109.41346185053966,29.096323148470688,0,0,100,0,82560.55549038718,395.0265812937186,0,0,0,0,0,0,0,0,0,0,5,0,240,273,0,0,90,22,0,0,0,1232.9891262603267,102.37444337110601,1120.8570664709466,90012.57132503817,5412.674003231719,2341.8279403857446,1006.9570090873164,185017.19187358033,91019.52833412548,90012.57132503817,11963.279792294183
27/01/2026 (15:00:00 - 15:59:59),0,17,217,234,28,28,145.4040007108757,28.02927776322064,0,0,100,0,66050.95198392474,304.3822672070264,0,0,0,0,0,0,0,0,0,0,0,0,245,262,0,0,77,12,0,0,0,1009.2738811189223,105.12099263959765,896.7298781900145,73388.64362339536,5726.898406690305,1818.6375208810066,1072.3250930524812,203149.94673103647,74460.96871644784,73388.64362339536,10389.084552515707
27/01/2026 (16:00:00 - 16:59:59),0,18,177,195,39,42,111.47658568251204,22.706962396455715,0,0,100,0,36322.984327877755,205.2146007224732,0,0,0,0,0,0,0,0,0,0,3,0,216,237,0,0,76,14,0,0,0,856.3514896653191,120.90096923175135,728.2217296960163,45172.334510114655,7569.854221690274,1561.418799311143,644.417344,231654.55572661982,45816.75185416032,45172.334510114655,10528.692419219838
27/01/2026 (17:00:00 - 17:59:59),0,12,138,150,21,22,66.57273174509382,20.24878671,0,0,100,0,23017.69254296117,166.79487349971862,0,0,0,0,0,0,0,0,0,0,1,0,159,172,0,0,79,10,0,0,0,622.563174,82.35485824452407,534.2685235327837,27796.677313322296,3959.2934400313784,944.4269675538378,789.3763812196747,240623.45806148645,28586.05369454197,27796.677313322296,18790.488243971577
27/01/2026 (18:00:00 - 18:59:59),0,12,121,133,13,17,51.646300360165746,14.087020045983742,0,0,100,0,34121.92969481973,281.9994189654523,0,0,0,0,0,0,0,0,0,0,4,0,134,150,0,0,78,9,0,0,0,734.0912184475933,133.2085596219367,594.9181749465613,39480.18686735089,4636.554623160628,799.2408397987639,515.2273937389299,226030.99620585333,39995.41426108982,39480.18686735089,21973.589533056853
27/01/2026 (19:00:00 - 19:59:59),0,10,112,122,12,12,51.07970811321558,12.543384948119483,0,0,100,0,14031.898239937007,125.28480571372327,0,0,0,0,0,0,0,0,0,0,0,0,124,134,0,0,75,8,0,0,0,543.9480791479679,110.62396242696421,428.24306434045315,17681.327698325767,3080.351591767103,630.0504951882695,467.8738494125862,248720.04022179145,18149.201547738354,17681.327698325767,21130.758230470197
27/01/2026 (20:00:00 - 20:59:59),0,1,69,70,13,15,33.423470753872685,6.584588258626299,0,0,100,0,14224.892941946686,206.15786872386502,0,0,0,0,0,0,0,0,0,0,2,0,82,85,0,0,61,1,0,0,0,561.4732897168725,112.43962389656537,442.17937897678655,16740.70219,2042.8634529151961,562.0515211686828,262.5338228,254901.03870469396,17003.236009851807,16740.70219,16095.72528545425
27/01/2026 (21:00:00 - 21:59:59),0,0,60,60,3,3,26.112505983631337,8.105075991732935,0,0,100,0,16963.79725956083,282.72995432601385,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,41,0,0,0,0,839.3094974840471,137.40516993843121,694.2458031512839,19348.28874390049,1924.9800206797347,482.4870368429216,204.4729434051799,252613.47865404232,19552.761687305672,19348.28874390049,15833.75965865198
27/01/2026 (22:00:00 - 22:59:59),0,3,52,55,6,6,6.1282149968867845,2,0,0,100,0,13236.820491517623,254.55424022149273,0,0,0,0,0,0,0,0,0,0,0,0,58,61,0,0,49,3,0,0,0,1020.0842147076935,76.44058191750116,934.4974578152778,14514.47939259055,802.0578023773744,530.4781485450412,208.45366881426764,260005.1592538269,14722.933061404818,14514.47939259055,13271.90768476833
27/01/2026 (23:00:00 - 23:59:59),0,2,48,50,6,6,22.319385718011578,5.472058004974384,0,0,100,0,15131.236531382678,315.2340944038058,0,0,0,0,0,0,0,0,0,0,0,0,54,56,0,0,40,2,0,0,0,1297.3274750084302,115.67813218726202,1167.0556253025175,17317.70232730156,1485.967355023649,788.0607460071349,171.69695736927028,259766.86773744237,17489.399284670828,17317.70232730156,10743.732977886802
28/01/2026 (00:00:00 - 00:59:59),0,0,32,32,4,4,33.68066305027229,8.113953091417095,0,0,100,0,5630.379102873609,175.94934696480027,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,22,0,0,0,0,502.17470784710673,92.03575546032356,404.89091522402214,6711.695060787711,913.3787687057497,188.9293378593961,183.56891606319266,267172.9110500511,6895.263976850903,6711.695060787711,13931.824973098015
28/01/2026 (01:00:00 - 01:59:59),0,0,26,26,6,6,20.539934961941903,4.028780378883383,0,0,100,0,4097.649370877254,157.60189887989438,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,22,0,0,0,0,387.8247223804837,46.21752546276664,336.4273714496902,4728.544351885149,496.21951883919553,165.7544149768606,92.33638482933932,263246.2764761456,4820.880736714488,4728.544351885149,19932.842787139914
28/01/2026 (02:00:00 - 02:59:59),0,3,38,41,7,7,39.984841286442595,9.127305513777365,0,0,100,0,13411.511333177292,352.93450876782344,0,0,0,0,0,0,0,0,0,0,0,0,45,48,0,0,26,3,0,0,0,1169.0109330307412,57.30007192625578,1100.5404887572747,14815.086105430057,979.1006230587534,502.6667556244871,199.64592739989496,261541.86994325573,15014.732032829952,14815.086105430057,11443.398023914307
28/01/2026 (03:00:00 - 03:59:59),0,2,45,47,4,5,8.468404990746688,2,0,0,100,0,11308.170020948452,251.2926671321878,0,0,0,0,0,0,0,0,0,0,1,0,49,52,0,0,42,2,0,0,0,932.7156247910106,141.12352482304772,785.9464965212435,13210.793862440125,1648.5716863893053,276.6345688892455,204.91863766099777,251966.20054567538,13415.712500101123,13210.793862440125,22618.086954223476
28/01/2026 (04:00:00 - 04:59:59),0,1,37,38,1,3,21.022342405334868,5.318956125171208,0,0,100,0,7099.502527923374,191.87844670063174,0,0,0,0,0,0,0,0,0,0,2,0,38,41,0,0,35,1,0,0,0,728.7917632792752,117.97608934350893,589.4602982595278,8969.922914,1080.2714864467746,811.5042756970597,151.3157780303384,258330.9353928041,9121.238692,8969.922914,20547.82591477463
28/01/2026 (05:00:00 - 05:59:59),0,3,52,55,6,7,21.369510102568828,4.498827779194809,0,0,100,0,8274.369619387538,159.12249268052958,0,0,0,0,0,0,0,0,0,0,1,0,58,62,0,0,48,1,0,0,0,518.9012193011789,152.7908838276427,360.4056744,10272.155365136048,1701.1433688694442,330.87034344203556,271.80847542725706,256020.9046471303,10543.963840563305,10272.155365136048,21435.131512306394
28/01/2026 (06:00:00 - 06:59:59),0,2,75,77,10,10,23.76699784111108,4.7623489828830055,0,0,100,0,12767.312066319413,170.2308275509255,0,0,0,0,0,0,0,0,0,0,0,0,85,87,0,0,66,2,0,0,0,508.01117144156103,68.28783747625575,432.3242603923063,14367.086455917884,1044.8438716235491,628.9212537049118,272.74386236643153,261148.20736509512,14639.830318284316,14367.086455917884,12211.96231662054
28/01/2026 (07:00:00 - 07:59:59),0,3,63,66,12,12,72.39657766328837,14.725319187028516,0,0,100,0,15614.577062840668,247.8504295688995,0,0,0,0,0,0,0,0,0,0,0,0,75,78,0,0,35,2,0,0,0,682.2051757255938,114.61934980363536,560.3605058,19555.38467640662,3485.612443051472,541.8990125172324,221.66118585222526,259506.32077539843,19777.045862258845,19555.38467640662,8716.633362
28/01/2026 (08:00:00 - 08:59:59),0,5,108,113,18,22,34.76211916044575,9.364473021,0,0,100,0,18559.41349766945,171.84642127471713,0,0,0,0,0,0,0,0,0,0,4,0,126,135,0,0,82,3,0,0,0,646.0080732,75.27810920213425,564.0853327384898,22001.57235883344,2724.5386797719148,837.2235449574212,450.0142571435616,251914.43152982363,22451.58662,22001.57235883344,13633.98185419936
28/01/2026 (09:00:00 - 09:59:59),0,17,176,193,22,25,109.7100508235565,21.16638648827798,0,0,100,0,46490.848941966935,264.1525508066303,0,0,0,0,0,0,0,0,0,0,3,0,198,218,0,0,90,12,0,0,0,1183.6702858054093,140.07835764362625,1031.598455232295,55688.43302893641,7086.732851379572,2374.7076400386413,974.8972001,215560.07796901884,56663.33022903549,55688.43302893641,15776.591801945671
28/01/2026 (10:00:00 - 10:59:59),0,11,171,182,29,29,107.70807399280173,24.72576484624816,0,0,100,0,31781.571292820958,185.85714206328046,0,0,0,0,0,0,0,0,0,0,0,0,200,211,0,0,85,9,0,0,0,685.7051176,293.4106668,387.10932569825354,48416.32391614793,15748.096232510754,1037.0250184984961,703.7363034993828,216503.1428209138,49120.06021964731,48416.32391614793,22376.796959438878
28/01/2026 (11:00:00 - 11:59:59),0,31,233,264,48,52,137.91893735252157,33.71621892895752,0,0,100,0,35238.66262888797,151.23889540295266,0,0,0,0,0,0,0,0,0,0,4,0,281,316,0,0,84,18,0,0,0,525.9143168692658,31.178816454430333,489.4567991122369,39794.52930869365,3325.9292763002177,1483.315066030192,818.3570097180519,227983.17299274294,40612.88632,39794.52930869365,19403.940688845345
28/01/2026 (12:00:00 - 12:59:59),0,26,234,260,38,39,212.71955888264438,36.39774789453652,0,0,100,0,39061.387967150426,166.92900840662574,0,0,0,0,0,0,0,0,0,0,1,0,272,299,0,0,73,21,0,0,0,414.71067587362415,27.480377407717445,380.80229710529267,43335.54380898369,2770.003523449598,1748.4163700870085,724.9351092397303,229558.86324275588,44060.47891822342,43335.54380898369,14380.657839020714
28/01/2026 (13:00:00 - 13:59:59),0,29,234,263,41,46,143.0574031664262,38.46890609133741,0,0,100,0,83402.28069,356.42000294476964,0,0,0,0,0,0,0,0,0,0,5,0,275,309,0,0,70,22,0,0,0,1002.1995879631892,68.94607692599115,922.8618352454566,90873.73041239067,5039.797588047096,2857.7108427288654,1351.387172978136,184148.69131707482,92225.11759,90873.73041239067,11626.191097556366
28/01/2026 (14:00:00 - 14:59:59),0,37,241,278,29,31,225.44477976553256,37.57770607020098,0,0,100,0,87519.20782088715,363.1502399206936,0,0,0,0,0,0,0,0,0,0,2,0,270,309,0,0,61,29,0,0,0,1298.0322818035906,144.04910137228921,1148.1308022204998,95901.77356022091,6972.1425905305805,1580.142116916417,1396.9114841425528,172161.8649679724,97298.68504436346,95901.77356022091,18539.44998766416
28/01/2026 (15:00:00 - 15:59:59),0,18,206,224,29,32,166.37294626899416,32.48082034304069,0,0,100,0,57425.32944494672,278.7637351696443,0,0,0,0,0,0,0,0,0,0,3,0,235,256,0,0,69,15,0,0,0,746.3242404874208,33.99647411012411,703.2105058686773,61826.99205516856,2523.5069454462564,2142.5562195255325,860.8882435981296,203181.8356176911,62687.880298766686,61826.99205516856,22130.284083542214
28/01/2026 (16:00:00 - 16:59:59),0,18,211,229,38,41,141.08968146975673,33.25905395341781,0,0,100,0,43439.81722824749,205.8759110343483,0,0,0,0,0,0,0,0,0,0,3,0,249,270,0,0,71,14,0,0,0,761.1628177,131.03520004331537,624.8460252382184,52918.80761021715,8364.574391200587,1315.1165009549698,673.6300279297936,220716.3974866844,53592.43763814694,52918.80761021715,13691.164875168639
28/01/2026 (17:00:00 - 17:59:59),0,15,149,164,20,21,94.12741138638506,19.41881885,0,0,100,0,49210.01587772102,330.2685629,0,0,0,0,0,0,0,0,0,0,1,0,169,185,0,0,81,13,0,0,0,1036.6365642333935,76.12484024673337,955.8267851942824,53754.224681600695,3846.1529238153807,791.7546559118459,709.4036675717881,215030.2339704352,54463.62834917248,53754.224681600695,18506.13768039234
28/01/2026 (18:00:00 - 18:59:59),0,7,112,119,20,21,43.14181887611665,9.204373504870524,0,0,100,0,26107.31819289027,233.10105529366314,0,0,0,0,0,0,0,0,0,0,1,0,132,140,0,0,84,4,0,0,0,680.5109103,85.59262616,590.1680718510808,29685.38541500659,3046.0434443153695,627.0280238368236,652.8397998105695,248097.66763021698,30338.225214817157,29685.38541500659,9564.107154965863
28/01/2026 (19:00:00 - 19:59:59),0,11,136,147,14,15,84.62653938263934,16.935451574060362,0,0,100,0,36988.70254716426,271.97575402326663,0,0,0,0,0,0,0,0,0,0,1,0,150,162,0,0,81,10,0,0,0,1021.557219452392,68.16745444135039,945.8304581513559,39905.93796563771,1889.1696855561875,1133.896028952863,610.8552398899834,235889.9212582069,40516.79321,39905.93796563771,11593.285536265423
28/01/2026 (20:00:00 - 20:59:59),0,3,71,74,11,11,34.63037460396353,6.473123745832577,0,0,100,0,19041.729942827635,268.19337947644556,0,0,0,0,0,0,0,0,0,0,0,0,82,85,0,0,54,3,0,0,0,796.3022742429798,63.09675116188589,728.3199756806404,20954.867573660867,1566.2637654010307,400.61488683719205,279.4236685540184,252367.54002724044,21234.291242214887,20954.867573660867,14398.168730544663
